document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
68ee401e0c66832834f605b625d5062b06a59515,train,Who is responsible for the accident with Jerome?,Vincent,Jerome,Who is responsible for the accident with Jerome ?,Vincent,Jerome
69099d7d543fad22f61d8acf97c681c9c86cac0e,train,Who is Carl Bruner?,Sam Wheat's friend and coworker.,"Carl is SAMs friend, but later is found to be a con artist.",Who is Carl Bruner ?,Sam Wheat s friend and coworker .,"Carl is SAMs friend , but later is found to be a con artist ."
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilert to George?,An academic rival,rival,Who is Eilert to George ?,An academic rival,rival
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilert to Hedda?,A former lover,Her former lover.,Who is Eilert to Hedda ?,A former lover,Her former lover .
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is behind Eilert's recovery from alcoholism?,Thea,Thea,Who is behind Eilert s recovery from alcoholism ?,Thea,Thea
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilerts former lover?,Hedda,Hedda,Who is Eilerts former lover ?,Hedda,Hedda
698b8ef8efd1e1191c0c188f1767e1e2e7e5a12c,train,Who is Leonard in an affair with?,Juila Craven.,Julia Craven,Who is Leonard in an affair with ?,Juila Craven .,Julia Craven
69add8ffcf964d23243ac02b7282d57beb63c355,valid,Who is Gertie to Michael?,His little sister.,His little sister ,Who is Gertie to Michael ?,His little sister .,His little sister
6a02d46e87865ba5b033c56c658af2bfdd182093,valid,Who is Meister Eckhart?,A 14th century mystic who described Hell.,A 14th century christian mystic ,Who is Meister Eckhart ?,A 14th century mystic who described Hell .,A 14th century christian mystic
6a02d46e87865ba5b033c56c658af2bfdd182093,valid,Who was Jezzie?,The woman he dated and lived with after the war.,Jacob's girlfriend,Who was Jezzie ?,The woman he dated and lived with after the war .,Jacob s girlfriend
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is chief elder of one of the Amahagger tribes?,Billali,Billali ,Who is chief elder of one of the Amahagger tribes ?,Billali,Billali
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is Ayesha confident of becomming the reincarnation of her former lover?,Leo,Leo,Who is Ayesha confident of becomming the reincarnation of her former lover ?,Leo,Leo
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is ustane?,an amahagger maiden,A maiden of Amahagger,Who is ustane ?,an amahagger maiden,A maiden of Amahagger
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is vincey?,colleague,Leo's father,Who is vincey ?,colleague,Leo s father
6aa4c6be53eff0024e5c84f99ac94cddff4eb8f0,test,Who is Brian?,Jean's new husband.,current husband of Harvey's ex-wife,Who is Brian ?,Jean s new husband .,current husband of Harvey s ex-wife
6b1832c46e0b3566463444ec9209b8f1ed6c7ac6,valid,Who is Nicky Rogan? ,Nicky Rogan is a successful play writer. ,a platwright,Who is Nicky Rogan ?,Nicky Rogan is a successful play writer .,a platwright
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Davison?,Queen Elizabeth's undersecretary,Elizabeth's undersecratary,Who is Davison ?,Queen Elizabeth s undersecretary,Elizabeth s undersecratary
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Elizabeth?,Mary's cousin,The Queen of Enland,Who is Elizabeth ?,Mary s cousin,The Queen of Enland
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Darnley?,Mary Stewart's deceased husband,The deceased husband of Mary Stuart,Who is Darnley ?,Mary Stewart s deceased husband,The deceased husband of Mary Stuart
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Mary to Elizabeth?,She is her cousin.,her cousin,Who is Mary to Elizabeth ?,She is her cousin .,her cousin
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Mortimer to Mary?,"Her custodian's nephew, who supports her claim and wishes to help her.",The nephew of her custodian.,Who is Mortimer to Mary ?,"Her custodian s nephew , who supports her claim and wishes to help her .",The nephew of her custodian .
6b802a81a62df7b9bf1ce142f1766397c3ed9ef9,train,Who is Sebastian?,Onaelia's son,Onaelia's son,Who is Sebastian ?,Onaelia s son,Onaelia s son
6b881cac500f954036851b4545272674389b0e82,train,Who was sinful during his youth?,St. Augustine.,St. Augustine,Who was sinful during his youth ?,St. Augustine .,St. Augustine
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Princess Kitty's brother-in law?,Oblonsky,Oblonksy Konstantin,Who is Princess Kitty s brother-in law ?,Oblonsky,Oblonksy Konstantin
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Anna's brother?,Oblonsky.,Oblonsky,Who is Anna s brother ?,Oblonsky .,Oblonsky
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Oblonsky's sister-in-law?,Princess Kitty,Princess Kitty.,Who is Oblonsky s sister-in-law ?,Princess Kitty,Princess Kitty .
6bd5faba6a0bd427374f7e20d3044fbf09b5d1a8,train,Who is Maria Maraias?,the daughter of a leading National Party officer who secretly dates Peter although her father forbids it,The daughter of a leading National Party official.,Who is Maria Maraias ?,the daughter of a leading National Party officer who secretly dates Peter although her father forbids it,The daughter of a leading National Party official .
6bd5faba6a0bd427374f7e20d3044fbf09b5d1a8,train,Who is Jaapie Botha?,He is an older student at the boarding school.,An older student at the boarding school PK attends,Who is Jaapie Botha ?,He is an older student at the boarding school .,An older student at the boarding school PK attends
6bdca41d52b739bac71883b99a5a49c9c4afb05a,train,Who is Marianna's suitor?,Lubeck.,Lubeck.,Who is Marianna s suitor ?,Lubeck .,Lubeck .
6bec7c2bdd0b01296bc9020288d833709e54cd52,test,Who is Easy Andy?,an illegal gun dealer,gun dealer,Who is Easy Andy ?,an illegal gun dealer,gun dealer
6cfe7052daf187b667538b2858849a84c1f6b049,valid,Who is Lady Blythe to Innocent?,Her birth mother. ,she is her mother,Who is Lady Blythe to Innocent ?,Her birth mother .,she is her mother
6d2e1b95ed2a00e16e046b6f3d0b03e687c7f7f7,valid,Who is Elaine Dickinson?,Ted's old girlfriend,A flight attendant.,Who is Elaine Dickinson ?,Ted s old girlfriend,A flight attendant .
6d2e1b95ed2a00e16e046b6f3d0b03e687c7f7f7,valid,Who is Elaine Dickson?,"Ted's former girlfriend, now a flight attendant",Ted's wartime girlfriend.,Who is Elaine Dickson ?,"Ted s former girlfriend , now a flight attendant",Ted s wartime girlfriend .
6d2e1b95ed2a00e16e046b6f3d0b03e687c7f7f7,valid,Who is Otto?,A large inflatable pilot that can fly but can't land the plane.,An inflatable pilot doll.,Who is Otto ?,A large inflatable pilot that can fly but ca n't land the plane .,An inflatable pilot doll .
6d2e1b95ed2a00e16e046b6f3d0b03e687c7f7f7,valid,Who is Otto?,The inflatable doll that appears when the plane's autopilot is activated.,the inflatable pilot,Who is Otto ?,The inflatable doll that appears when the plane s autopilot is activated .,the inflatable pilot
6dede499df79827ea44d634f07b998b90ee4a05d,test,Who is Kitty Killigrew?,The soubrette of the American Opera Company.,A beautiful singer,Who is Kitty Killigrew ?,The soubrette of the American Opera Company .,A beautiful singer
6e3b7afa7408ab6c6f63b29841f1ed5139311571,train,Who is Prince Bulbo the son of?,he is the son of King Padella,King Padella,Who is Prince Bulbo the son of ?,he is the son of King Padella,King Padella
6e3b7afa7408ab6c6f63b29841f1ed5139311571,train,Who is Princess Angelica?,She is King Valoroso's daughter,The daughter of King Valoroso.,Who is Princess Angelica ?,She is King Valoroso s daughter,The daughter of King Valoroso .
6ea31b70e5af494ad2b7623d06b6487b3953b20d,test,Who is Solomon Northup?,A free American man working as a violinist.,Free African American,Who is Solomon Northup ?,A free American man working as a violinist .,Free African American
6eb460087931ce9ad6655881727d059cc5505e47,train,Who is Victor Creed to James Howlett?,His half-brother,His half brother ,Who is Victor Creed to James Howlett ?,His half-brother,His half brother
6eb460087931ce9ad6655881727d059cc5505e47,train,Who is Kayla Silverfox to James?,His girlfriend. ,his girlfriend,Who is Kayla Silverfox to James ?,His girlfriend .,his girlfriend
6ed5d860df4edd3d32f1aca52ec369f0d21039a0,test,Who is Mary Ann?,The Mathews' daughter.,Mary Ann is a girl that appears to have been murdered on film,Who is Mary Ann ?,The Mathews ' daughter .,Mary Ann is a girl that appears to have been murdered on film
6ed5d860df4edd3d32f1aca52ec369f0d21039a0,test,Who is Daniel Longdale an attorney for?,Mrs Christian.,Mrs. Christian,Who is Daniel Longdale an attorney for ?,Mrs Christian .,Mrs. Christian
6f1e8b48580a3f57556ea3fcb129bb0024cf1567,train,Who is Ralph Newton a nephew of?,Squire Gregory Newton,Sir Gregory Newton,Who is Ralph Newton a nephew of ?,Squire Gregory Newton,Sir Gregory Newton
6fc88efa5357b958b072332a14efd3e33cf4e4c0,train,Who is Dionysus's half brother?,Heracles,Heracles,Who is Dionysus s half brother ?,Heracles,Heracles
6ffb5d981d101fbbd43d97bc45720388570f2c61,train,Who is Truman Bubank?,He is the star of a reality show called the Truman Show.,The unsuspecting star of The Truman Show.,Who is Truman Bubank ?,He is the star of a reality show called the Truman Show .,The unsuspecting star of The Truman Show .
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS BEATRICE?,LEONATO'S NIECE,Leonatos niece.,WHO IS BEATRICE ?,LEONATO S NIECE,Leonatos niece .
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS HERO TO LEONATO?,HIS DAUGHTER,daughter,WHO IS HERO TO LEONATO ?,HIS DAUGHTER,daughter
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS URSULA TO HERO?,HER MAID,Hero's Maid,WHO IS URSULA TO HERO ?,HER MAID,Hero s Maid
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS MARGARET?,HERO'S CHAMBERMAID,Hero's chambermaid ,WHO IS MARGARET ?,HERO S CHAMBERMAID,Hero s chambermaid
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS ANTONIO TO LEONATO?,HIS BROTHER,brother,WHO IS ANTONIO TO LEONATO ?,HIS BROTHER,brother
706d21321f927fefba090bf9af88835ac99035b0,train,Who was Beatrice?,Leonato's niece,Niece of Leonato,Who was Beatrice ?,Leonato s niece,Niece of Leonato
706d21321f927fefba090bf9af88835ac99035b0,train,Who was Hero?,Leonato's daughter,Leonato's daughter.,Who was Hero ?,Leonato s daughter,Leonato s daughter .
70794150f324949ca49f182db0d3f8d69d0c779e,train,Who is Samir Nahde?,A person of interest captured by the FBI.,a person of interest who signed visa applications,Who is Samir Nahde ?,A person of interest captured by the FBI .,a person of interest who signed visa applications
70b3f55e376d461b1cb7dc5005c02091478e2e44,train,Who is Jeff King?,He is Anna's American boyfriend who showed up unannounced.,An American film star.,Who is Jeff King ?,He is Anna s American boyfriend who showed up unannounced .,An American film star .
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who is Ruth?,"Ruth is Mahlon's widow, and Naomi's daughter-in-law. ",Mahlons wife,Who is Ruth ?,"Ruth is Mahlon s widow , and Naomi s daughter-in-law .",Mahlons wife
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who was Ploni Almoni?,"A closer relative to Ruth's husband than Boaz, therefore he was given first choice to take her or not.",A close male relative of Ruth and Naomi. ,Who was Ploni Almoni ?,"A closer relative to Ruth s husband than Boaz , therefore he was given first choice to take her or not .",A close male relative of Ruth and Naomi .
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who is Ruth's grandson?,Jesse,Jesse,Who is Ruth s grandson ?,Jesse,Jesse
7162d653cc3ccecd569009c27b38dac1da6499ee,train,Who is Alison?,Eldon Parr's daughter.,Parr's daughter,Who is Alison ?,Eldon Parr s daughter .,Parr s daughter
7162d653cc3ccecd569009c27b38dac1da6499ee,train,Who is Eldon Parr?,The wealthiest member of the church.,The most wealthy and powerful man at St. John's Church.,Who is Eldon Parr ?,The wealthiest member of the church .,The most wealthy and powerful man at St. John s Church .
71ce19cf034c830c1e2d8b98682ca1d53ead1067,train,Who is MUTHR?,"The computer of the spacecraft, Nostromo.",The Nostromo's computer.,Who is MUTHR ?,"The computer of the spacecraft , Nostromo .",The Nostromo s computer .
71ce19cf034c830c1e2d8b98682ca1d53ead1067,train,Who is Jones?,The crew's cat.,The crews cat.,Who is Jones ?,The crew s cat .,The crews cat .
7235e7853e8ea8ba99b6d7a386d8de03b3887ace,valid,Who is Annette Hargrove?,The virgin daughter of their school's new headmaster,virgin daughter of the headmaster,Who is Annette Hargrove ?,The virgin daughter of their school s new headmaster,virgin daughter of the headmaster
728fb0c9da98fa7853adac4934987df261d51041,train,Who is Liana Teifer?,Her husband was the previous owner of the book in Balkan's possession.,Telfer's widow,Who is Liana Teifer ?,Her husband was the previous owner of the book in Balkan s possession .,Telfer s widow
728fb0c9da98fa7853adac4934987df261d51041,train,Who is Dean Corso?,a book dealer in New York City who cons people to sell to him cheap and he resells at much higher prices,a rare book dealer,Who is Dean Corso ?,a book dealer in New York City who cons people to sell to him cheap and he resells at much higher prices,a rare book dealer
72e585c04d8375bf66b301a68fd88e9e6117f7d9,train,Who is Daryll Lee Collum?,One of Helen's previous subjects,A serial killer,Who is Daryll Lee Collum ?,One of Helen s previous subjects,A serial killer
73b739350f4657b6831e951b890b0894a5886607,test,Who is Paxton's ex-girldfriend?,Gertrude,Gertrude,Who is Paxton s ex-girldfriend ?,Gertrude,Gertrude
73b739350f4657b6831e951b890b0894a5886607,test,Who is Ramone?,The locally famous over the hill stripper,a stripper,Who is Ramone ?,The locally famous over the hill stripper,a stripper
73b739350f4657b6831e951b890b0894a5886607,test,Who is their immigration inspector?,Mr. Gilbertson,Mr. Gilbertson,Who is their immigration inspector ?,Mr. Gilbertson,Mr. Gilbertson
73c7be237bdfb805034477c22066367b6ce7ddb3,train,Who is Fannie to Barry Oakley?,She is his wife.,Fannie is Barry's wife,Who is Fannie to Barry Oakley ?,She is his wife .,Fannie is Barry s wife
74abab28263aed45e0602bcd004eed11971ad0b7,train,Who is Brent to Leigh?,Her coworker.,Her coworker,Who is Brent to Leigh ?,Her coworker .,Her coworker
750ec3a9ab4879f2593fb1baed81e6b449a5c755,test,Who is Arwen's lover?,Strider,Strider,Who is Arwen s lover ?,Strider,Strider
754184dec0d686d0b8b9ad7e1dc15bf0eb5027f5,valid,Who is Bateman's lawyer?,Harold.,Harold,Who is Bateman s lawyer ?,Harold .,Harold
754184dec0d686d0b8b9ad7e1dc15bf0eb5027f5,valid,Who is Patrick's secretary?,Jean,Jean.,Who is Patrick s secretary ?,Jean,Jean .
75871827f179df4ea960b4d93054d165cc042895,train,Who is Crichton a butler for?,Lord Loam,He is a butler for Loam. ,Who is Crichton a butler for ?,Lord Loam,He is a butler for Loam .
76704480af32a57c3b72444e2fbe5cf855df37e8,train,Who is responsible for the Four Gospels?,"Matthew, Mark, Luke, John","Matthew, Mark, Luke, and John",Who is responsible for the Four Gospels ?,"Matthew , Mark , Luke , John","Matthew , Mark , Luke , and John"
76704480af32a57c3b72444e2fbe5cf855df37e8,train,Who was David Hume?,A Scottish philosopher,a Scottish empirical philosopher,Who was David Hume ?,A Scottish philosopher,a Scottish empirical philosopher
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is April's boyfriend?,Casey Jones.,Casey Jones.,Who is April s boyfriend ?,Casey Jones .,Casey Jones .
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is April O'Neil's boy freind? ,Casey Jones. ,Casey Jones ,Who is April O'Neil s boy freind ?,Casey Jones .,Casey Jones
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is Yaotl? ,An ancient Aztec warlord. ,An Aztec warlord.,Who is Yaotl ?,An ancient Aztec warlord .,An Aztec warlord .
76a96d28a69c3aa9941e9b0496b5e8098ed712ce,train,Who is Dillon?,"A CIA agent, an old  friend of Dutch's, and former commando.",A friend of Dutch's.,Who is Dillon ?,"A CIA agent , an old friend of Dutch s , and former commando .",A friend of Dutch s .
76a96d28a69c3aa9941e9b0496b5e8098ed712ce,train,Who is Anna?,A captured female guerrilla fighter.,A guerilla.,Who is Anna ?,A captured female guerrilla fighter .,A guerilla .
778b1dc6fca050bfeb111f3e718d6fecce4bded4,train,Who is Lewis Haystoun?,A young Scottish laird,He is a young Scottish Laird,Who is Lewis Haystoun ?,A young Scottish laird,He is a young Scottish Laird
778b1dc6fca050bfeb111f3e718d6fecce4bded4,train,Who is Alice Wishart?,The daughter of a rich city merchant,the daughter of a wealthy city merchant,Who is Alice Wishart ?,The daughter of a rich city merchant,the daughter of a wealthy city merchant
77e055181c15321c82ef247dc7f421a30433456f,train,Who is Random's maternal uncle?,Tom Bowling,Tom Bowling.,Who is Random s maternal uncle ?,Tom Bowling,Tom Bowling .
77e055181c15321c82ef247dc7f421a30433456f,train,Who is Random's uncle?,Tom Bowling,Tom Bowling.,Who is Random s uncle ?,Tom Bowling,Tom Bowling .
